NAME,LABEL,SHORTLABEL,STATUS,DESIGNATION_DATE,EDIT_DATE,UNIQUEID,GIS_ID,OBJECTID,SHAPEAREA,SHAPELEN
"Immaculate Conception Church, School, Rectory, & Residence",Immaculate Conception Church,Immac Conception,Designated,,2006/12/29 05:00:00+00,L_0535,,200775,0,0
Seventh Street Savings Bank,7th Street Savings Bank,7th St Savings Bank,Designated,,2006/12/29 05:00:00+00,L_0536,,200776,0,0
"LeDroit Block (F St, NW, South Side of 800 Block)",LeDroit Block,LeDroit Block,Designated,,2006/12/29 05:00:00+00,L_0537,,200777,0,0
Greystone Enclave,Greystone,Greystone,Designated,,2006/12/29 05:00:00+00,L_0731,,200778,0,0
Gearing Bungalow,Gearing Bungalow,Gearing Bungalow,Designated,,2006/12/29 05:00:00+00,L_0732,,200779,0,0
Pine Crest Manor,Pine Crest Manor,Pine Crest Manor,Designated,,2006/12/29 05:00:00+00,L_0733,,200780,0,0
Chevy Chase Arcade (and Interior),Chevy Chase Arcade,Chevy Ch Arcade,Designated,,2006/12/29 05:00:00+00,L_0539,,200781,0,0
Military Road School,Military Road School,Military Rd School,Designated,,2006/12/29 05:00:00+00,L_0540,,200782,0,0
"Burrows, Hilleary House",Hilleary Burrows House,Burrows House,Designated,,2006/12/29 05:00:00+00,L_0541,,200783,0,0
Owl's Nest,Owl's Nest,Owl's Nest,Designated,,2006/12/29 05:00:00+00,L_0542,,200784,0,0
"Sears, Roebuck & Company Department Store",Sears Department Store,Sears ,Designated,,2006/12/29 05:00:00+00,L_0543,,200785,0,0
"Ponce DeLeon, The",The Ponce DeLeon,The Ponce DeLeon,Designated,,2006/12/29 05:00:00+00,L_0544,,200786,0,0
Saint Paul's Episcopal Church (Rock Creek Church),St Paul's Church,St Paul's Church,Designated,,2006/12/29 05:00:00+00,L_0545,,200787,0,0
"Spring Valley Shopping Center, Massachusetts Ave Parking Shops",Massachusetts Ave Parking Shops,Mass Ave Shops,Designated,,2006/12/29 05:00:00+00,L_0546,,200788,0,0
"Rest, The (Lyles-Magruder House)",The Rest,The Rest,Designated,,2006/12/29 05:00:00+00,L_0548,,200789,0,0
"Spring Valley Shopping Center, Garfinckel's, Spring Valley Branch",Garfinckel's,Garfinckel's,Designated,,2006/12/29 05:00:00+00,L_0549,,200790,0,0
"Spring Valley Shopping Center, National Metropolitan Bank/Mayer &Co. Furniture Store",National Metropolitan Bank,Natl Metro Bank,Designated,,2006/12/29 05:00:00+00,L_0550,,200791,0,0
"Carnegie Institution of Washington, Geophysical Laboratory",Carnegie Geophysical Lab,Geophysical Lab,Designated,,2006/12/29 05:00:00+00,L_0551,,200792,0,0
"Soldiers' Home NHS-Anderson Cottage (Corn Rigs; President Lincoln & Soldiers' Home Nat'l Monument)",Lincoln Cottage,Lincoln Cottage,Designated,,2006/12/29 05:00:00+00,L_0552,,200793,0,0
Springland (Henry Hatch Dent House),Springland,Springland,Designated,,2006/12/29 05:00:00+00,L_0553,,200794,0,0
Peirce Still House,Peirce Still House,Peirce Still House,Designated,,2006/12/29 05:00:00+00,L_0554,,200795,0,0
Cloverdale (Peirce Shoemaker House),Cloverdale,Cloverdale,Designated,,2006/12/29 05:00:00+00,L_0555,,200796,0,0
Dent Springhouse,Dent Springhouse,Dent Springhouse,Designated,,2006/12/29 05:00:00+00,L_0556,,200797,0,0
Peirce Mill,Peirce Mill,Peirce Mill,Designated,,2006/12/29 05:00:00+00,L_0557,,200798,0,0
"Connecticut Avenue NW, 3901 (and lobby)",3901 Connecticut Avenue,3901 Connecticut,Designated,,2006/12/29 05:00:00+00,L_0558,,200799,0,0
"Highlands, The (Zartman House; Sidwell Friends School)",The Highlands,The Highlands,Designated,,2006/12/29 05:00:00+00,L_0559,,200800,0,0
Franciscan Monastery & Memorial Church of the Holy Land,Franciscan Monastery,Francisc Monastery,Designated,,2006/12/29 05:00:00+00,L_0560,,200801,0,0
Engine Company No. 24 (Petworth Firehouse),Engine Company 24,Engine Co 24,Designated,,2006/12/29 05:00:00+00,L_0561,,200802,0,0
"Linnaean Hill (Joshua Peirce House; Peirce-Klingle Mansion)",Linnaean Hill,Linnaean Hill,Designated,,2006/12/29 05:00:00+00,L_0562,,200803,0,0
Rosedale (Uriah Forrest House),Rosedale,Rosedale,Designated,,2006/12/29 05:00:00+00,L_0563,,200804,0,0
Ingleside (Stoddard Baptist Home),Ingleside,Ingleside,Designated,,2006/12/29 05:00:00+00,L_0564,,200805,0,0
Tregaron (The Causeway),Tregaron,Tregaron,Designated,,2006/12/29 05:00:00+00,L_0565,,200806,0,0
Riggs-Tompkins Building,Riggs-Tompkins Bldg,Riggs-Tompkins ,Designated,,2006/12/29 05:00:00+00,L_0566,,200807,0,0
Wesley Heights Community Club,Wesley Heights Community Club,Wesley Hts Club,Designated,,2006/12/29 05:00:00+00,L_0567,,200808,0,0
Bellair (Brooks Mansion),Brooks Mansion,Brooks Mansion,Designated,,2006/12/29 05:00:00+00,L_0568,,200809,0,0
Tenth Precinct Station House,10th Precinct Station House,10th Precinct Sta,Designated,,2006/12/29 05:00:00+00,L_0569,,200810,0,0
"Kennedy-Warren, The (and interiors)",The Kennedy-Warren ,Kennedy-Warren ,Designated,,2006/12/29 05:00:00+00,L_0570,,200811,0,0
Twin Oaks,Twin Oaks,Twin Oaks,Designated,,2006/12/29 05:00:00+00,L_0571,,200812,0,0
Sacred Heart Church,Sacred Heart Church,Sacred Heart Ch,Designated,,2006/12/29 05:00:00+00,L_0572,,200813,0,0
Tivoli Theatre,Tivoli Theatre,Tivoli Theatre,Designated,,2006/12/29 05:00:00+00,L_0573,,200814,0,0
"Gompers, Samuel House",Samuel Gompers House,Gompers House,Designated,,2006/12/29 05:00:00+00,L_0574,,200815,0,0
"McCormick, Robert S., House (Brazilian Embassy)",McCormick House,McCormick House,Designated,,2006/12/29 05:00:00+00,L_0575,,200816,0,0
The Northumberland (and Interiors),The Northumberland,Northumberland,Designated,,2006/12/29 05:00:00+00,L_0576,,200817,0,0
Embassy Building No. 10,Embassy Bldg No. 10,Embassy 10,Designated,,2006/12/29 05:00:00+00,L_0577,,200818,0,0
"Bunche, Ralph House",Ralph Bunche House,Bunche House,Designated,,2006/12/29 05:00:00+00,L_0578,,200819,0,0
"Washington Cathedral, Saint Alban's Church, Guild Hall, Rectory, & Satterlee Hall",St. Alban's Church,,Designated,,2006/12/29 05:00:00+00,L_0579,,200820,0,0
Germuiller Row,Germuiller Row,Germuiller Row,Designated,,2006/12/29 05:00:00+00,L_0438,,200821,0,0
Luther Place Memorial Church (and Luther Statue),Luther Place Church,Luther Place Ch,Designated,,2006/12/29 05:00:00+00,L_0439,,200822,0,0
Mayfair Mansions,Mayfair Mansions,Mayfair Mansions,Designated,,2006/12/29 05:00:00+00,L_0440,,200823,0,0
Langston Terrace Dwellings,Langston Terrace Dwellings,Langston Terrace,Designated,,2006/12/29 05:00:00+00,L_0441,,200824,0,0
Cooke's Row,Cooke's Row,Cooke's Row,Designated,,2006/12/29 05:00:00+00,L_0443,,200825,0,0
Smith-Bruce House,Smith-Bruce House,Smith-Bruce Hse,Designated,,2006/12/29 05:00:00+00,L_0445,,200826,0,0
Adams-Mason Houses,Adams-Mason Houses,Adams-Mason Hses,Designated,,2006/12/29 05:00:00+00,L_0446,,200827,0,0
Marine Barracks and Band Hall,Marine Barracks,Marine Barracks,Designated,,2006/12/29 05:00:00+00,L_0447,,200828,0,0
Wardman Row,Wardman Row,Wardman Row,Designated,,2006/12/29 05:00:00+00,L_0449,,200829,0,0
Gladstone & Hawarden Apartment Buildings,The Gladstone and Hawarden,Gladstne/Hawardn,Designated,,2006/12/29 05:00:00+00,L_0452,,200830,0,0
"Park Road, NW (North Side of 1800 Block)",1800 Block of Park Road,1800 Block Park Rd,Designated,,2006/12/29 05:00:00+00,L_0453,,200831,0,0
"Park Road, NW, 1644-66",1644-66 Park Road,1644-66 Park Rd,Designated,,2006/12/29 05:00:00+00,L_1307,,200832,0,0
Trinity Towers,Trinity Towers,Trinity Towers,Designated,,2006/12/29 05:00:00+00,L_0455,,200833,0,0
Oriental Building Association,Oriental Building Assn,Oriental Bldg Assn,Designated,,2006/12/29 05:00:00+00,L_0456,,200834,0,0
Hayes School,Hayes School,Hayes School,Designated,,2006/12/29 05:00:00+00,L_0457,,200835,0,0
First African New Church (Church of the New Jerusalem),First African New Church,1st African Church,Designated,,2006/12/29 05:00:00+00,L_0458,,200836,0,0
Washington Loan and Trust Company,Washington Loan and Trust,Wash Loan & Trust ,Designated,,2006/12/29 05:00:00+00,L_0459,,200837,0,0
East Capitol Street Car Barn (Metropolitan Railroad Company Car Barn),East Capitol Street Car Barn,E Capitol Car Barn,Designated,,2006/12/29 05:00:00+00,L_0460,,200838,0,0
"Hedges, Nicholas House & Federal Houses",Nicholas Hedges Houses,Hedges Hses,Designated,,2006/12/29 05:00:00+00,L_0462,,200839,0,0
Waggaman-Ray Commercial Row,Waggaman-Ray Commercial Row,Waggaman-Ray Row,Designated,,2006/12/29 05:00:00+00,L_0463,,200840,0,0
"Georgetown Commercial Buildings - Wisconsin Ave, NW",xxxx Wisconsin Ave,xxxx Wisc Av,Designated,,2006/12/29 05:00:00+00,L_0465,,200841,0,0
Georgetown Visitation Convent and Preparatory School,Georgetown Visitation,Gtown Visitation,Designated,,2006/12/29 05:00:00+00,L_0468,,200842,0,0
Peirce Springhouse & Barn,Peirce Springhouse and Barn,Springhouse & Barn,Designated,,2006/12/29 05:00:00+00,L_0469,,200843,0,0
Textile Museum (Martha Tucker House & George Hewitt Myers House),Textile Museum,Textile Museum,Designated,,2006/12/29 05:00:00+00,L_0470,,200844,0,0
"Soldiers' Home, Sherman Building ",Sherman Building,Sherman Bldg,Designated,,2006/12/29 05:00:00+00,L_0477,,200845,0,0
Soldiers' Home NHS (U.S. Soldiers' & Airmen's Home) - Quarters #1 & #2,Soldiers' Home NHS - Quarters,,Designated,,2006/12/29 05:00:00+00,L_0478,,200846,0,0
Spring Valley Shoping Center (Esso & D.G.S. Market),Spring Valley Shopping Center,Spring Valley Ctr,Designated,,2006/12/29 05:00:00+00,L_0479,,200847,0,0
Hillandale (Main Residence & Gatehouse),Hillandale,Hillandale ,Designated,,2006/12/29 05:00:00+00,L_0480,,200848,0,0
Dodge Warehouses (and Adjacent Structures),Dodge Warehouses,Dodge Warehses,Designated,,2006/12/29 05:00:00+00,L_0481,,200849,0,0
Oak Hill Cemetery Chapel,Oak Hill Chapel,Chapel,Designated,,2006/12/29 05:00:00+00,L_0483,,200850,0,0
"Seventh Street, NW, East Side of 1000 Block",1000 Block of 7th Street,1000 Block 7th St,Designated,,2006/12/29 05:00:00+00,L_0485,,200851,0,0
Dumblane,Dumblane,Dumblane,Designated,,2006/12/29 05:00:00+00,L_0486,,200852,0,0
"Lee, Thomas Sim Corner (Thomas Sim Lee Houses and Ross & Getty Building)",Thomas Sim Lee Corner,Lee Houses,Designated,,2006/12/29 05:00:00+00,L_0487,,200853,0,0
"Capitol, The",The Capitol,Capitol,Designated,,2006/12/29 05:00:00+00,L_0488,,200854,0,0
Manhattan Laundry (Washington & Georgetown Railroad Co Car Barn),Manhattan Laundry,Manhattan Laundry,Designated,,2006/12/29 05:00:00+00,L_0489,,200855,0,0
Potomac Aqueduct Bridge Abutment and Pier,Aqueduct Bridge Abutment,Aqueduct Bridge,Designated,,2006/12/29 05:00:00+00,L_0490,,200856,0,0
Gunboat Philadelphia (in the National Museum of American History),Gunboat Philadelphia,Philadelphia ,Designated,,2006/12/29 05:00:00+00,L_0491,,200857,0,0
Bulfinch Gatehouse,Bulfinch Gatehouse,Bulfinch Gatehse,Designated,,2006/12/29 05:00:00+00,L_0492,,200858,0,0
Bulfinch Gatepost,Bulfinch Gatepost,Bulfinch Gate,Designated,,2006/12/29 05:00:00+00,L_0494,,200859,0,0
Walsh Stables,Walsh Stables,Walsh Stables,Designated,,2006/12/29 05:00:00+00,L_0498,,200860,0,0
Watergate Complex,The Watergate,The Watergate,Designated,,2006/12/29 05:00:00+00,L_0499,,200861,0,0
Capitol Park Apartments,Capitol Park Apartments,Capitol Park Apts,Designated,,2006/12/29 05:00:00+00,L_0500,,200862,0,0
"Washington, George, Statue",Washington Statue,Washington,Designated,,2006/12/29 05:00:00+00,L_0501,,200863,0,0
"Chesapeake and Potomac Telephone Company, Old Main Building",C & P Telephone Company,C&P Old Main,Designated,,2006/12/29 05:00:00+00,L_0502,,200864,0,0
Bulletin Building,Bulletin Building,Bulletin Bldg,Designated,,2006/12/29 05:00:00+00,L_0503,,200865,0,0
Chesapeake and Potomac Telephone Company Warehouse,C & P Telephone Warehouse,C&P Warehouse,Designated,,2006/12/29 05:00:00+00,L_0504,,200866,0,0
Engine Company No. 23 (Foggy Bottom Firehouse),Engine Company 23,Engine Co 23,Designated,,2006/12/29 05:00:00+00,L_0505,,200867,0,0
Engine Company No. 21 & Truck Company No. 9 (Lanier Heights Firehouse),Engine Company 21,Engine Co 21,Designated,,2006/12/29 05:00:00+00,L_0506,,200868,0,0
"Gage, Nathaniel Parker, School",Nathaniel Gage School,Gage School,Designated,,2006/12/29 05:00:00+00,L_0507,,200869,0,0
Old Engine Company No. 26 (Langdon Firehouse),Old Engine Company 26,Old Engine Co 26,Designated,,2006/12/29 05:00:00+00,L_0509,,200870,0,0
Old Engine Company No. 12 (Eckington Firehouse),Old Engine Company 12,Old Engine Co 12,Designated,,2006/12/29 05:00:00+00,L_0510,,200871,0,0
Navy Yard Car Barn (Washington & Georgetown Railroad Car House),Navy Yard Car Barn,Navy Yard Car Barn,Designated,,2006/12/29 05:00:00+00,L_0511,,200872,0,0
"Engine Company No. 10 (Truck House No. 13; Trindad Firehouse)",Engine Company 10,Engine Co 10,Designated,,2006/12/29 05:00:00+00,L_0512,,200873,0,0
Engine Company No. 29 (Palisades Firehouse),Engine Company 29,Engine Co 29,Designated,,2006/12/29 05:00:00+00,L_0513,,200874,0,0
"Engine Company No. 25 (Chemical Engine No. 5 ; Congress Heights Firehouse)",Engine Company 25,Engine Co 25,Designated,,2006/12/29 05:00:00+00,L_0514,,200875,0,0
"Engine Company No. 17 (Chemical Company No. 4; Brookland Firehouse)",Engine Company 17,Engine Co 17,Designated,,2006/12/29 05:00:00+00,L_0515,,200876,0,0
"Capitol Grounds, Spring Grotto",Spring Grotto,Grotto,Designated,,2006/12/29 05:00:00+00,L_0516,,200877,0,0
"Arts Club of Washington (Caldwell-Monroe; Cleveland Abbe House)",Arts Club (Monroe House),Arts Club (Monroe),Designated,,2006/12/29 05:00:00+00,L_0518,,200878,0,0
Arts Club of Washington (General Robert MacFeely House),Arts Club (MacFeely House),Arts Club (MacFeely),Designated,,2006/12/29 05:00:00+00,L_0519,,200879,0,0
Columbia Hospital for Women,Columbia Hospital,Columbia Hospital,Designated,,2006/12/29 05:00:00+00,L_0520,,200880,0,0
"Hale, Nathan, Statue",Nathan Hale Statue,Nathan Hale,Designated,,2006/12/29 05:00:00+00,L_0521,,200881,0,0
Klingle Valley Bridge (Connecticut Ave Bridge),Klingle Valley Bridge,Klingle Valley Br,Designated,,2006/12/29 05:00:00+00,L_0522,,200882,0,0
Embassy of Italy,Embassy of Italy,Embassy of Italy,Designated,,2006/12/29 05:00:00+00,L_0523,,200883,0,0
"Archbold, Anne Hall",Anne Archbold Hall,Archbold Hall,Designated,,2006/12/29 05:00:00+00,L_0524,,200884,0,0
Newton Theater,Newton Theater,Newton Theater,Designated,,2006/12/29 05:00:00+00,L_0525,,200885,0,0
"Uline, M.J., Ice Company & Arena (Washington Coliseum)",Uline Ice Co & Arena,Uline Arena,Designated,,2006/12/29 05:00:00+00,L_0526,,200886,0,0
Martin Luther King Jr. Memorial Library (and interiors),Martin Luther King Jr Library,MLK Library,Designated,,2012/01/12 05:00:00+00,L_0675,,200887,0,0
Milton Hall,Milton Hall,Milton Hall,Designated,,2012/01/12 05:00:00+00,L_0676,,200888,0,0
"Morris, Edgar and Beronica, House",Morris House,Morris House,Designated,,2012/01/12 05:00:00+00,L_0677,,200889,0,0
Munson Hall,Munson Hall,Munson Hall,Designated,,2012/01/12 05:00:00+00,L_0678,,200890,0,0
Old Engine Company No. 10,Old Engine Company 10,Old Engine Co 10,Designated,,2012/01/12 05:00:00+00,L_0679,,200891,0,0
Robert Gould Shaw Junior High School,Robert Gould Shaw Jr High School,Shaw Jr High,Designated,,2012/01/12 05:00:00+00,L_0680,,200892,0,0
Saint Paul AUMP Church,St Paul AUMP Church,St Paul AUMP Ch,Designated,,2012/01/12 05:00:00+00,L_0681,,200893,0,0
"Gompers, Samuel, Memorial",Samuel Gompers Memorial,Gompers,Designated,,2012/01/12 05:00:00+00,L_0682,,200894,0,0
"Hahnemann, Samuel, Memorial",Samuel Hahnemann Memorial,Hahnemann,Designated,,2012/01/12 05:00:00+00,L_0683,,200895,0,0
Social Security Administration (Wilbur Cohen Building),Social Security Administration,Social Security Adm,Designated,,2012/01/12 05:00:00+00,L_0684,,200896,0,0
Temperance Fountain,Temperance Fountain,Temperance,Designated,,2012/01/12 05:00:00+00,L_0685,,200897,0,0
Civil Service Commission,Civil Service Commission,Civil Service Bldg,Designated,,2012/01/12 05:00:00+00,L_0686,,200898,0,0
Congressional Club,Congressional Club,Congressional Club,Designated,,2012/01/12 05:00:00+00,L_0687,,200899,0,0
"Everglades, The",The Everglades,The Everglades,Designated,,2012/01/12 05:00:00+00,L_0688,,200900,0,0
First Baptist Church of Deanwood,,"FBC, Deanwood",Designated,,2012/01/12 05:00:00+00,L_0689,,200901,0,0
"Flagler, The",The Flagler,The Flagler,Designated,,2012/01/12 05:00:00+00,L_0690,,200902,0,0
"Keystone, The",The Keystone,The Keystone,Designated,,2012/01/12 05:00:00+00,L_0691,,200903,0,0
"Chappell, N. Webster, House",Webster Chappell House,Chappell House,Designated,,2012/01/12 05:00:00+00,L_0694,,200904,0,0
"Stone, Robert and Lillie May, House",Robert and Lillie May Stone Hse,R Stone House,Designated,,2012/01/12 05:00:00+00,L_0695,,200905,0,0
"Burrows, Samuel and Harriet America, House",Samuel and Harriet Burrows House,S Burrows House,Designated,,2012/01/12 05:00:00+00,L_0696,,200906,0,0
Strand Theater,Strand Theater,Strand Theater,Designated,,2012/01/12 05:00:00+00,L_0697,,200907,0,0
Third Baptist Church,Third Baptist Church,3rd Baptist Church,Designated,,2012/01/12 05:00:00+00,L_0699,,200908,0,0
"Third Church of Christ, Scientist ","Church of Christ, Scientist",Chr Science Church,Designated,,2012/01/12 05:00:00+00,L_0700,,200909,0,0
United States Courthouse for the District of Columbia (E. Barrett Prettyman U.S. Courthouse),United States Courthouse,US Courthouse,Designated,,2012/01/12 05:00:00+00,L_0701,,200910,0,0
Department of Agriculture South Building,USDA South Building,USDA South,Designated,,2012/01/12 05:00:00+00,L_0702,,200911,0,0
Department of Housing and Urban Development,HUD Building,HUD ,Designated,,2012/01/12 05:00:00+00,L_0703,,200912,0,0
U.S. Government Central Heating Plant,U.S. Government Central Heating Plant,,Designated,,2012/01/12 05:00:00+00,L_0704,,200913,0,0
Public Health Service ,Public Health Service,Public Health Serv,Designated,,2012/01/12 05:00:00+00,L_0705,,200914,0,0
Railroad Retirement Board (Mary Switzer Building),Railroad Retirement Board,RR Retirement Bd,Designated,,2012/01/12 05:00:00+00,L_0706,,200915,0,0
United States Tax Court,United States Tax Court,US Tax Court,Designated,,2012/01/12 05:00:00+00,L_0708,,200916,0,0
Washington Hilton,Washington Hilton,Washington Hilton,Designated,,2012/01/12 05:00:00+00,L_0709,,200917,0,0
Petworth Gardens (Webster Gardens),Petworth Gardens,Petworth Gardens,Designated,,2012/01/12 05:00:00+00,L_0710,,200918,0,0
"Western Union Telegraph Company, Washington Radio Terminal",Washington Radio Terminal,Radio Terminal,Designated,,2012/01/12 05:00:00+00,L_0714,,200919,0,0
"Slayton, William L., House (and Interior)",William L. Slayton House,Slayton House,Designated,,2012/01/12 05:00:00+00,L_0715,,200920,0,0
Woodrow Wilson High School,Woodrow Wilson High School,Wilson HS,Designated,,2012/01/12 05:00:00+00,L_0716,,200921,0,0
Cuban Friendship Urn,Cuban Friendship Urn,Cuban Urn,Designated,,2012/01/12 05:00:00+00,L_0719,,200922,0,0
Garden Club Entrance Marker at Georgia Avenue,Garden Club Marker,Garden Club Marker,Designated,,2012/01/12 05:00:00+00,L_0720,,200923,0,0
Garden Club Entrance Markers at Friendship Heights,Garden Club Marker,Garden Club Marker,Designated,,2012/01/12 05:00:00+00,L_0721,,200924,0,0
Garden Club Entrance Markers in Westmoreland Circle,Garden Club Marker,Garden Club Marker,Designated,,2012/01/12 05:00:00+00,L_0723,,200925,0,0
"San Martin, General Jose de, Memorial",Jose de San Martin Memorial,San Martin,Designated,,2012/01/12 05:00:00+00,L_0725,,200926,0,0
Methodist Cemetery (Tenleytown),Methodist Cemetery,Methodist Cem,Designated,,2012/01/12 05:00:00+00,L_0726,,200927,0,0
"Marconi, Guglielmo, Memorial",Guglielmo Marconi Memorial,Marconi,Designated,,2012/01/12 05:00:00+00,L_0727,,200928,0,0
"Union Station, Columbus Fountain & Plaza (and interiors)",Union Station ,Union Station,Designated,,2015/05/21 04:00:00+00,L_0482,,200929,0,0
Waffle Shop (and interior),Waffle Shop,Waffle Shop,Designated,,2012/01/12 05:00:00+00,L_0698,,200930,0,0
Alban Towers (and Interiors),Alban Towers,Alban Towers,Designated,,2006/12/29 05:00:00+00,L_0580,,200931,0,0
Chain Bridge Road School,Chain Bridge Road School,Chain Br Rd School,Designated,,2006/12/29 05:00:00+00,L_0581,,200932,0,0
National Baptist Memorial Church,Natl Baptist Memorial Church,Natl Baptist Church,Designated,,2006/12/29 05:00:00+00,L_0582,,200933,0,0
All Souls Unitarian Church,All Souls Unitarian Church,All Souls Church,Designated,,2006/12/29 05:00:00+00,L_0583,,200934,0,0
Church of Jesus Christ of Latter Day Saints,Church of Jesus Christ LDS,LDS Church,Designated,,2006/12/29 05:00:00+00,L_0584,,200935,0,0
"White, David House",David White House,White House,Designated,,2006/12/29 05:00:00+00,L_0585,,200936,0,0
Babcock-Macomb House,Babcock-Macomb House,Babcock House,Designated,,2006/12/29 05:00:00+00,L_0586,,200937,0,0
Civil War Fort Sites-Fort Stanton,Fort Stanton,Ft Stanton,Designated,,2011/01/06 05:00:00+00,L_0587,,200938,0,0
"Grant, Ulysses, School (School Without Walls)",Ulysses Grant School,Grant School,Designated,,2011/12/11 05:00:00+00,L_0588,,200939,0,0
Woodlawn Cemetery,Woodlawn Cemetery,Woodlawn Cem,Designated,,2006/12/29 05:00:00+00,L_0589,,200940,0,0
Kenilworth Aquatic Gardens,Kenilworth Aquatic Gardens,Kenilworth Gardens,Designated,,2006/12/29 05:00:00+00,L_0594,,200941,0,0
"Holmead, Anthony, Archaeological Site",Anthony Holmead Site,Holmead Site,Designated,,2006/12/29 05:00:00+00,L_0599,,200942,0,0
Reservation 13 Archaeological Site,Reservation 13 Site,Reservation 13 Site,Designated,,2006/12/29 05:00:00+00,L_0608,,200943,0,0
Meridian Hill Park,Meridian Hill Park,Meridian Hill Park,Designated,,2006/12/29 05:00:00+00,L_0611,,200944,0,0
Rock Creek Church Yard and Cemetery,Rock Creek Cemetery,Rock Creek Cem,Designated,,2006/12/29 05:00:00+00,L_0624,,200945,0,0
Battleground National Cemetery,Battleground Nat'l Cemetery,Battleground Cem,Designated,,2006/12/29 05:00:00+00,L_0625,,200946,0,0
Oak Hill Cemetery,Oak Hill Cemetery,Oak Hill Cemetery,Designated,,2006/12/29 05:00:00+00,L_0626,,200947,0,0
Congressional Cemetery,Congressional Cemetery,Congressional Cem,Designated,,2006/12/29 05:00:00+00,L_0627,,200948,0,0
Prospect Hill Cemetery,Prospect Hill Cemetery,Prospect Hill Cem,Designated,,2006/12/29 05:00:00+00,L_0632,,200949,0,0
"Johnson, Lyndon Baines, Memorial Grove",LBJ Memorial Grove,LBJ Grove,Designated,,2006/12/29 05:00:00+00,L_0635,,200950,0,0
"4628 48th Street, NW",4628 48th Street NW,4628 48th St,Designated,,2012/01/12 05:00:00+00,L_0639,,200951,0,0
"Janney, Bernard T., School",Janney School,Janney School,Designated,,2012/01/12 05:00:00+00,L_0640,,200952,0,0
Billy Simpson's House of Seafood and Steak,Billy Simpson's Restaurant,Billy Simpson's,Designated,,2012/01/12 05:00:00+00,L_0641,,200953,0,0
"Cavalier, The (Hilltop Manor)",The Cavalier,The Cavalier,Designated,,2012/01/12 05:00:00+00,L_0642,,200954,0,0
Christian Science Monitor Building,Christian Science Monitor Bldg,Chr Sci Monitor,Designated,,2012/01/12 05:00:00+00,L_0643,,200955,0,0
Dahlgreen Courts,Dahlgreen Courts,Dahlgreen Courts,Designated,,2012/01/12 05:00:00+00,L_0644,,200956,0,0
"Webster, Daniel, Memorial",Daniel Webster Memorial,Webster ,Designated,,2012/01/12 05:00:00+00,L_0646,,200957,0,0
Danzansky Funeral Home,Danzansky Funeral Home,Danzansky Funeral,Designated,,2012/01/12 05:00:00+00,L_0647,,200958,0,0
Eldbrooke Methodist Church,Eldbrooke Methodist Church,Eldbrooke Church,Designated,,2012/01/12 05:00:00+00,L_0648,,200959,0,0
"Randall, Elizabeth G., Junior High School ",Randall Junior High School,Randall Jr High,Designated,,2012/01/12 05:00:00+00,L_0649,,200960,0,0
Engine Company No. 19 (Randle Highlands Firehouse),Engine Company 19,Engine Co 19,Designated,,2012/01/12 05:00:00+00,L_0650,,200961,0,0
Engine Company No. 16/Truck Company No. 3,Engine Company 16,Engine Co 16,Designated,,2012/01/12 05:00:00+00,L_0651,,200962,0,0
Engine Company No. 22,Engine Company 22,Engine Co 22,Designated,,2012/01/12 05:00:00+00,L_0652,,200963,0,0
Engine Company No. 26,Engine Company 26,Engine Co 26,Designated,,2012/01/12 05:00:00+00,L_0653,,200964,0,0
Engine Company No. 27,Engine Company 27,Engine Co 27,Designated,,2012/01/12 05:00:00+00,L_0654,,200965,0,0
Engine Company No. 31,Engine Company 31,Engine Co 31,Designated,,2012/01/12 05:00:00+00,L_0655,,200966,0,0
Euclid Apartments,Euclid Apartments,The Euclid,Designated,,2012/01/12 05:00:00+00,L_0656,,200967,0,0
Federal Home Loan Bank Board,Federal Home Loan Bank Board,Home Loan Bank Bd,Pending,,2012/01/12 05:00:00+00,L_0657,,200968,0,0
Fire Alarm Headquarters,Fire Alarm Headquarters,Fire Alarm HQ,Designated,,2012/01/12 05:00:00+00,L_0658,,200969,0,0
Fort View Apartments,Fort View Apartments,Fort View Apts,Designated,,2012/01/12 05:00:00+00,L_0659,,200970,0,0
"Asbury, Francis, Memorial",Francis Asbury Memorial,Asbury,Designated,,2012/01/12 05:00:00+00,L_0661,,200971,0,0
"Kameny, Franklin E., Residence",Franklin Kameny Residence,Kameny House,Designated,,2012/01/12 05:00:00+00,L_0662,,200972,0,0
George M. Barker Company Warehouse,Barker Warehouse,Barker Warehouse,Designated,,2012/01/12 05:00:00+00,L_0663,,200973,0,0
"Longfellow, Henry Wadsworth, Memorial",Longfellow Memorial,Longfellow,Designated,,2012/01/12 05:00:00+00,L_0664,,200974,0,0
"Dent, James C., House",James C. Dent House,Dent House,Designated,,2012/01/12 05:00:00+00,L_0666,,200975,0,0
"Gibbons, James Cardinal, Memorial",James Cardinal Gibbons Memorial,Gibbons,Designated,,2012/01/12 05:00:00+00,L_0667,,200976,0,0
"Reno, Jesse, School",Jesse Reno School,Reno School,Designated,,2012/01/12 05:00:00+00,L_0668,,200977,0,0
"Slater, John Fox, School",John Fox Slater School,Slater School,Designated,,2012/01/12 05:00:00+00,L_0669,,200978,0,0
"Earley, John J., Office and Studio",JJ Earley Office and Studio,Earley Studio,Designated,,2012/01/12 05:00:00+00,L_0670,,200979,0,0
